what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359683781914
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359683782461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359683783511
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359683784791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359683786645
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359683787124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359683788442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359683793320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683801733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683801786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683801800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683801968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683802070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683802542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683803331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683803548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359683806443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359683813057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359683814935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359683819545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359683822119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359683824276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359683825385
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359683830891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683835305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683835908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683839936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683865657
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359683865685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683879432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683881884
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359683881909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683882723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683883269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683927963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683933758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683942069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683971638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683973228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683988630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359683989250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359684108958
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359684111919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359684152031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359684218209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359684414761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359684528905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359684582178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359684583065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359684593824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359684595297
