500.2	0.9087
501.3	0.916
502	0.3044
503.2	0.5576
504.2	0.4596
504.5	0.8734
504.8	0.5746
505	0.7446
505.4	0.6329
505.7	0.5772
506.2	0.5842
507	0.3269
507.2	0.9882
508	0.3789
508.3	0.3134
508.7	0.34
509.2	0.8505
510.8	0.8247
511.4	0.9218
511.9	0.2933
512	0.3653
512.3	0.354
513.3	0.5318
514.2	0.3389
514.9	0.3863
516.3	1.0255
517	0.792
517.9	0.9332
518.3	0.5805
519	0.7418
519.3	0.9984
520.1	0.6255
520.6	0.3952
521.1	0.4873
521.3	0.5122
521.8	0.7566
522.8	1.3262
523.2	0.45
523.4	0.847
523.9	0.62
524.2	0.6287
524.4	0.359
525.3	0.7174
525.6	0.9583
526	0.3642
526.4	0.4956
526.9	0.3682
528.4	0.6997
529.4	0.5604
529.6	0.9382
529.8	0.4083
530.3	0.4989
531.4	1.7754
532.1	0.4683
532.4	0.7385
533	0.4151
533.3	0.4297
533.9	0.3616
535.2	0.2929
536.2	0.6761
536.8	0.5262
538	0.608
538.3	0.7488
539.4	0.4186
539.6	0.2634
540.2	0.3808
540.4	0.6301
540.8	0.7036
540.9	0.5967
541.4	0.3501
542	0.5015
542.3	1.0264
542.8	0.323
543.3	1.0155
543.7	0.8815
544.1	1.1794
544.7	0.6755
545.3	0.6414
545.8	0.3992
546.8	0.5903
547	0.4018
547.3	0.8981
547.7	0.3254
547.9	0.3632
548.2	0.371
549	0.6567
549.4	0.4164
549.6	0.5945
550.4	0.711
551.2	0.9074
552.4	1.0495
553	0.464
553.3	0.632
554.3	0.9845
555	0.7401
555.6	0.6037
556	0.5057
556.3	0.3747
556.7	0.2693
557	0.3965
557.4	1.0074
557.9	0.739
558.4	0.9402
558.9	1.4823
559.6	0.7174
559.9	0.3928
560.1	0.6283
560.3	0.6604
560.9	0.8732
561.4	0.8887
562	0.6473
562.8	0.5504
563.4	1.7361
564.6	0.5775
564.8	0.4088
565.4	0.7219
565.7	0.5779
566.1	1.7357
566.4	1.0609
566.8	0.6619
567.4	2.1689
568	1.4997
568.4	1.2715
568.7	0.9814
569.3	1.2612
569.8	0.6224
570.3	0.7311
571	0.79
571.4	0.7717
571.7	0.3073
572.3	0.7097
572.9	0.8479
573.2	0.6229
573.4	0.6534
574.4	0.3599
574.8	0.5028
575.4	0.5085
575.7	0.4655
576	0.6172
576.4	1.206
576.9	1.0624
577.3	0.5316
577.9	0.6283
578.3	1.1296
578.7	0.3568
579.2	1.3865
579.9	0.8164
580.3	0.6021
581.1	0.393
581.4	0.6875
581.8	0.8902
582.8	0.811
583.2	0.5157
583.5	0.9926
584.4	0.7473
585	0.4587
585.4	1.4188
586.4	7.3067
587.4	1.4286
588	1.3655
588.4	1.0672
588.6	0.914
589.4	1.1172
589.9	0.629
590.3	0.8422
590.8	0.9384
591.3	0.5129
591.9	2.3753
592.4	2.0436
592.9	2.7197
593.4	1.4192
593.6	0.9136
594	0.8284
594.4	2.4201
594.7	1.7274
594.9	0.6377
595.4	2.0163
595.9	2.1833
596.2	2.2326
596.7	0.6879
596.9	1.1807
597.4	0.3887
597.9	0.3695
598.4	1.1194
598.8	0.6379
599.4	1.9356
600.4	0.3898
601.4	1.0881
601.7	5.6419
602	3.7027
602.4	2.0482
602.8	1.6065
603.1	0.7894
603.4	0.5188
604	0.6558
604.4	0.4229
604.9	1.3267
605.5	1.0914
605.7	1.0702
606.1	0.5892
606.4	1.4074
606.7	1.0809
607.4	1.6372
607.8	1.0929
608.2	0.4384
608.8	2.2319
609	1.9327
609.5	1.9026
609.8	0.6464
610.1	0.7313
610.7	0.3333
611.4	1.46
612	0.9149
612.4	1.4138
612.8	1.1359
613.1	0.9888
613.4	3.3906
613.7	1.7599
614.2	0.3882
614.4	1.1082
615.2	1.2088
615.7	0.8511
616.7	0.6482
617.1	0.94
617.4	1.0338
617.7	0.5803
618.2	0.85
618.5	1.1916
618.8	0.7686
619.1	1.3396
619.4	0.8954
619.7	0.3575
620	0.4186
620.4	2.1071
620.9	0.7318
621.1	0.9733
621.3	0.8716
621.5	0.9515
622.1	16.3791
622.4	17.5635
622.8	10.86
623.4	3.3013
624	1.7468
624.6	0.7863
624.8	1.1593
625.2	0.9565
626	0.8577
626.4	2.015
626.7	6.3671
627.1	4.4102
627.4	4.2956
627.8	3.3764
628	2.7882
628.4	3.5783
628.7	2.1826
629.3	1.357
629.8	1.0122
630.1	0.5783
630.4	0.7346
630.8	1.0753
631.1	0.4659
631.5	0.6287
631.7	0.4042
632.1	1.2191
632.8	68.4552
633.1	61.9279
633.4	27.0296
633.8	13.4717
634.1	3.08
634.4	3.9783
634.8	1.7036
635.1	0.7979
635.4	1.2241
636.3	1.6241
636.9	2.2795
637.1	3.1791
637.4	4.2902
637.8	3.0492
638.1	1.8382
638.5	1.223
638.8	0.4862
639.4	1.6957
639.9	2.4906
640	2.4895
640.4	4.3622
640.8	2.563
641.1	3.4133
641.4	2.0364
642.1	1.6065
642.4	3.3146
642.8	1.3572
643.1	1.5641
643.8	1.2736
644.2	1.2656
644.4	1.3507
644.8	0.8819
645.1	1.0486
645.4	3.0287
645.7	3.1632
646.1	2.0761
646.4	1.0746
646.8	2.1294
646.9	1.6495
647.1	1.5161
647.4	1.477
647.8	1.17
647.9	1.1785
648.4	2.8685
649.1	0.8409
649.4	1.4648
649.8	1.1671
650.1	0.7885
650.4	3.7415
650.7	6.208
651.1	5.9488
651.3	2.8236
652	3.2419
652.4	4.0948
652.8	2.462
653.3	2.2178
653.7	1.3601
654	2.2481
654.4	2.2566
654.8	1.0406
655.2	0.7291
655.5	0.8293
655.8	1.3518
656.3	2.0523
656.8	3.4951
657.1	1.9164
657.4	3.0126
657.8	2.4373
657.9	2.553
658.3	1.685
658.6	1.6647
659	1.108
659.6	0.57
659.8	1.4565
660.5	0.7174
660.9	2.6211
661.5	2.6542
661.8	0.8463
662.2	1.5028
662.8	1.0537
663.4	1.0617
663.7	0.7195
664.4	0.2689
665.1	0.9915
665.4	0.502
665.8	0.4267
666.4	1.1667
666.8	0.6669
667.1	1.2217
667.3	0.6423
668	1.1198
668.3	0.6434
668.7	1.6311
669.1	0.7287
669.4	0.8817
669.7	1.0177
670.3	1.7217
671	0.68
671.6	0.5593
672	1.0831
672.6	1.247
673	0.4109
673.4	1.1922
674.1	0.6174
674.3	1.192
674.7	0.598
675.4	0.7219
676	0.3935
676.3	0.7828
677.4	1.151
677.7	0.9118
678.1	0.5912
678.4	0.6554
678.9	0.3178
679.6	0.7492
680.1	0.7911
681.3	0.8001
682.1	1.1979
682.4	0.9465
682.6	0.8743
683.2	0.2735
683.7	0.8001
684.3	0.4723
685	0.4566
685.3	1.8011
686	1.6608
686.4	0.3182
688.2	0.4961
688.9	0.5676
689.4	0.7309
689.7	0.5257
690	1.797
690.4	0.4851
690.9	0.593
691.6	0.2719
691.9	0.3516
692.4	0.6785
693	1.4249
693.3	0.2621
693.6	0.3688
694	0.5967
694.2	0.6102
694.5	1.5499
695.1	0.4428
695.3	0.4131
695.7	0.8193
696.4	0.4472
697.3	0.7704
697.8	1.1071
698.6	0.6735
699.4	0.7503
699.8	0.3926
700.9	0.2929
701.5	1.0569
701.9	0.5399
702.6	0.9884
703.4	0.8232
703.7	0.7514
703.9	0.8086
704.5	0.3116
704.8	0.299
705.4	0.9976
705.9	0.2909
706.3	0.4843
706.8	0.6471
707.4	0.6944
707.7	0.6085
708.4	0.4622
709	0.6405
709.2	0.3586
709.8	0.5687
710.1	1.1296
710.5	0.4387
710.7	0.9637
711.1	1.0128
711.7	0.3256
711.9	0.6628
712.4	0.4384
712.7	0.7822
713.4	1.3751
713.7	0.7898
714	0.8808
714.3	1.6634
714.8	1.3182
715.5	1.3943
716.2	0.4795
716.5	0.5545
717	0.7946
718	1.3566
